,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,XOM
2012-05-07,9.33,569.48,19.32,203.75,64.8,30.65,66.62,84.48
2012-05-08,9.21,568.18,19.25,201.48,64.98,30.5,66.52,84.02
2012-05-09,9.15,569.18,18.91,201.23,64.28,30.76,65.94,83.31
2012-05-10,9.1,570.52,19.09,200.6,64.57,30.74,66.79,82.84
2012-05-11,9.06,566.71,19.01,201.17,64.34,31.16,66.8,83.1
2012-05-14,8.92,558.22,18.6,199.44,63.93,30.68,67.15,82.12
2012-05-15,8.71,553.17,18.4,199.04,63.61,30.21,67.85,81.79
2012-05-16,8.49,546.08,19.0,199.73,63.71,29.9,68.75,82.17
2012-05-17,8.5,530.12,18.88,197.89,63.55,29.72,68.77,81.91
2012-05-18,8.43,530.38,18.95,195.88,63.35,29.27,68.12,81.47
2012-05-21,8.6,561.28,19.12,197.76,63.47,29.75,67.98,82.04
2012-05-22,8.49,556.97,19.18,196.82,63.52,29.76,68.08,81.95
2012-05-23,8.61,570.56,19.18,196.12,63.27,29.11,68.0,82.04
2012-05-24,8.63,565.32,19.25,196.09,63.1,29.07,68.81,82.61
2012-05-25,8.63,562.29,19.2,194.3,62.51,29.06,68.64,82.08
2012-05-29,8.89,572.27,19.35,196.46,62.59,29.56,69.33,81.93
2012-05-30,8.58,579.17,19.04,194.53,62.21,29.34,68.22,79.79
2012-05-31,8.55,577.73,19.09,192.9,62.43,29.19,67.85,78.63
2012-06-01,8.3,560.99,18.54,189.08,61.78,28.45,67.51,77.92
2012-06-04,8.39,564.29,18.15,188.54,62.34,28.55,67.48,77.83
2012-06-05,8.45,562.83,18.24,189.2,62.21,28.51,67.0,77.6
2012-06-06,8.64,571.46,18.88,193.99,62.8,29.35,67.49,80.18
2012-06-07,8.55,571.72,19.0,194.44,62.8,29.23,67.68,80.69
2012-06-08,8.52,580.32,19.2,195.14,62.98,29.65,68.31,80.84
2012-06-11,8.32,571.17,19.11,192.51,62.12,28.9,68.05,80.27
2012-06-12,8.52,576.16,19.48,194.55,63.08,29.29,68.4,81.26
2012-06-13,8.48,572.16,19.37,193.1,64.45,29.13,68.55,80.63
2012-06-14,8.65,571.53,19.72,195.1,65.45,29.34,69.27,82.13
2012-06-15,8.82,574.13,20.0,199.1,66.01,30.02,69.48,83.22
2012-06-18,8.69,585.78,19.75,198.29,66.3,29.84,69.6,83.11
2012-06-19,8.9,587.41,20.0,198.93,66.72,30.7,69.31,84.48
2012-06-20,8.92,585.74,20.1,198.78,67.0,30.93,68.91,84.97
2012-06-21,8.55,577.67,19.53,193.39,66.39,30.14,68.5,82.11
2012-06-22,8.62,582.1,19.81,193.7,66.63,30.7,68.7,82.11
2012-06-25,8.39,570.77,19.52,192.86,66.5,29.87,68.61,81.24
2012-06-26,8.39,572.03,19.8,191.95,66.42,30.02,68.94,82.4
2012-06-27,8.53,574.5,20.13,193.0,66.84,30.17,69.75,83.2
2012-06-28,8.51,569.05,20.2,191.4,66.94,29.91,69.6,83.1
2012-06-29,8.75,584.0,20.84,195.58,67.56,30.59,70.66,85.57
2012-07-02,8.63,592.52,20.49,195.83,68.0,30.56,70.76,85.34
2012-07-03,8.9,599.41,20.43,195.93,68.04,30.76,70.76,86.28
2012-07-05,8.92,609.94,20.33,195.29,67.78,30.7,70.17,85.57
2012-07-06,8.73,605.88,20.0,191.41,67.64,30.19,70.22,84.8
2012-07-09,8.76,613.89,20.04,189.67,67.78,30.0,69.99,83.65
2012-07-10,8.4,608.21,19.62,186.26,67.88,29.74,69.87,83.11
2012-07-11,8.35,604.43,19.68,185.25,67.9,29.3,70.13,84.38
2012-07-12,8.3,598.9,19.44,183.09,67.71,28.63,69.85,84.12
2012-07-13,8.42,604.97,19.77,186.01,68.61,29.39,70.41,85.47
2012-07-16,8.33,606.91,19.59,184.79,68.45,29.44,70.35,85.05
2012-07-17,8.28,606.94,19.72,183.65,69.0,29.66,70.33,85.73
2012-07-18,8.33,606.26,19.84,188.25,69.37,30.45,70.38,86.21
2012-07-19,8.38,614.32,19.8,195.34,69.53,30.67,70.42,86.21
2012-07-20,8.26,604.3,19.87,192.45,68.63,30.12,69.96,85.95
2012-07-23,8.14,603.83,20.09,190.83,68.11,29.28,69.34,85.21
2012-07-24,8.02,600.92,19.97,190.34,67.35,29.15,68.79,84.58
2012-07-25,8.02,574.97,20.0,191.08,67.53,28.83,70.3,85.24
2012-07-26,8.19,574.88,20.56,193.95,68.74,29.16,71.22,86.52
2012-07-27,8.45,585.16,20.92,196.39,69.52,29.76,72.26,87.45
2012-07-30,8.45,595.03,20.8,196.68,69.45,29.64,72.75,87.56
2012-07-31,8.47,610.76,20.75,195.98,69.22,29.47,72.73,86.85
2012-08-01,8.43,606.81,20.73,195.18,69.38,29.41,72.4,86.91
2012-08-02,8.18,607.79,20.52,194.45,68.45,29.19,71.8,85.88
2012-08-03,8.37,615.7,20.96,198.52,69.12,29.75,72.87,87.55
2012-08-06,8.5,622.55,20.97,198.76,68.84,29.95,72.48,87.45
2012-08-07,8.6,620.91,21.12,199.93,68.29,30.26,72.29,87.92
2012-08-08,8.8,619.86,21.01,199.03,68.35,30.33,72.57,88.28
2012-08-09,8.86,620.73,21.06,198.42,68.32,30.5,72.14,88.2
2012-08-10,8.98,621.7,21.1,199.29,68.64,30.42,72.13,88.44
2012-08-13,8.83,630.0,20.99,199.01,68.46,30.39,71.99,88.14
2012-08-14,8.69,631.69,20.94,198.29,68.64,30.13,72.24,88.2
2012-08-15,8.73,630.83,20.96,198.4,68.35,30.2,72.62,88.0
2012-08-16,8.77,636.34,21.05,200.84,68.2,30.78,73.58,88.67
2012-08-17,8.75,648.11,21.0,201.22,67.8,30.9,73.39,88.4
2012-08-20,8.8,665.15,20.93,200.5,67.7,30.74,73.33,87.95
2012-08-21,8.82,656.06,20.85,198.65,67.78,30.8,73.01,87.46
2012-08-22,8.87,668.87,20.78,197.25,67.75,30.54,72.89,87.73
2012-08-23,8.63,662.63,20.64,195.7,67.74,30.26,72.66,87.31
2012-08-24,8.63,663.22,20.8,197.77,67.6,30.56,73.06,88.05
2012-08-27,8.48,675.68,20.85,195.69,67.49,30.69,73.17,87.74
2012-08-28,8.5,674.8,20.81,194.87,67.51,30.63,73.12,88.1
2012-08-29,8.54,673.47,20.82,195.08,67.37,30.65,72.78,87.9
2012-08-30,8.44,663.87,20.64,193.37,67.21,30.32,72.18,87.2
2012-08-31,8.56,665.24,20.71,194.85,67.43,30.82,72.43,87.3
2012-09-04,8.42,674.97,20.51,194.54,67.26,30.39,72.48,87.12
2012-09-05,8.52,670.23,20.65,195.04,67.27,30.39,71.54,87.33
2012-09-06,8.76,676.27,21.31,199.1,67.84,31.35,72.15,88.99
2012-09-07,9.1,680.44,21.59,199.5,67.88,30.95,72.1,89.92
2012-09-10,9.05,662.74,21.48,200.95,68.18,30.72,71.84,89.48
2012-09-11,9.33,660.59,21.59,203.27,68.2,30.79,71.58,89.62
2012-09-12,9.35,669.79,21.89,203.77,68.15,30.78,70.06,89.55
2012-09-13,9.63,682.98,22.02,206.36,68.99,30.94,70.88,91.23
2012-09-14,9.84,691.28,22.11,206.81,68.47,31.21,70.46,92.3
2012-09-17,9.58,699.78,22.05,207.15,68.25,31.21,70.39,91.91
2012-09-18,9.49,701.91,22.24,207.07,68.55,31.18,70.73,91.65
2012-09-19,9.47,702.1,22.43,206.43,68.6,31.05,70.85,90.57
2012-09-20,9.25,698.7,22.43,206.18,68.9,31.45,71.24,91.52
2012-09-21,9.13,700.09,22.53,205.98,69.06,31.19,70.55,91.92
2012-09-24,9.06,690.79,22.36,205.29,69.0,30.78,70.7,91.88
2012-09-25,8.84,673.54,22.31,204.98,69.32,30.39,70.35,91.74
2012-09-26,8.89,665.18,22.1,204.0,69.0,30.17,70.42,91.23
2012-09-27,8.99,681.32,22.73,205.91,69.01,30.16,70.64,91.8
2012-09-28,8.86,667.1,22.71,207.45,68.91,29.76,70.77,91.45
2012-10-01,8.91,659.39,22.81,210.47,69.13,29.49,70.65,91.8
2012-10-02,8.85,661.31,22.79,209.84,68.96,29.66,70.62,91.72
2012-10-03,8.78,671.45,22.91,210.51,69.0,29.86,70.7,91.7
2012-10-04,9.07,666.8,22.95,210.39,69.27,30.03,70.87,92.22
2012-10-05,9.09,652.59,23.12,210.59,69.65,29.85,71.1,92.55
2012-10-08,9.12,638.17,22.92,209.82,69.44,29.78,71.19,92.68
2012-10-09,9.13,635.85,22.62,207.99,68.41,29.28,71.11,92.13
2012-10-10,8.71,640.91,22.43,205.82,68.22,28.98,70.29,91.03
2012-10-11,8.77,628.1,22.51,205.76,67.97,28.95,69.82,91.17
2012-10-12,8.69,629.71,22.48,207.8,67.97,29.2,70.05,91.03
2012-10-15,8.8,634.76,22.64,208.93,68.6,29.51,70.34,91.51
2012-10-16,8.94,649.79,22.64,211.0,69.55,29.49,70.3,92.38
2012-10-17,9.18,644.61,22.91,200.63,71.0,29.59,70.1,93.39
2012-10-18,9.21,632.64,22.81,194.96,72.52,29.5,70.76,93.48
2012-10-19,9.01,609.84,22.03,193.36,71.86,28.64,69.88,92.15
2012-10-22,9.1,634.03,21.7,194.4,71.78,28.0,69.6,92.19
2012-10-23,8.78,613.36,21.28,191.25,70.89,28.05,68.52,90.18
2012-10-24,8.7,616.83,21.26,190.72,70.74,27.9,68.4,89.88
2012-10-25,8.73,609.54,21.26,191.6,71.14,27.88,68.89,90.43
2012-10-26,8.65,604.0,21.11,193.27,70.9,28.21,68.98,90.62
2012-10-31,8.57,595.32,21.06,194.53,70.82,28.54,69.24,91.17
2012-11-01,8.75,596.54,21.34,197.15,71.5,29.52,69.44,91.6
2012-11-02,8.65,576.8,21.31,193.43,70.9,29.5,69.05,90.27
2012-11-05,8.61,584.62,21.41,194.14,70.79,29.63,69.0,90.63
2012-11-06,8.74,582.85,21.59,195.07,71.01,29.86,69.35,91.61
2012-11-07,8.48,558.0,21.13,191.16,70.34,29.08,68.99,88.18
2012-11-08,8.39,537.75,20.89,190.1,69.65,28.81,68.79,87.07
2012-11-09,8.43,547.06,21.0,189.64,69.87,28.83,68.85,87.21
2012-11-12,8.43,542.83,20.89,189.25,69.68,28.22,68.61,87.32
2012-11-13,8.31,542.9,20.68,188.32,69.51,27.09,68.58,86.47
2012-11-14,8.13,536.88,20.01,185.51,69.27,26.84,68.17,86.07
2012-11-15,8.05,525.62,20.06,185.85,69.07,26.66,68.19,86.14
2012-11-16,8.18,527.68,20.15,186.94,69.19,26.52,68.31,86.45
2012-11-19,8.34,565.73,20.66,190.35,69.25,26.73,68.78,87.67
2012-11-20,8.25,560.91,20.62,189.2,69.67,26.71,68.91,87.5
2012-11-21,8.27,561.7,20.68,190.29,69.59,26.95,69.31,88.01
2012-11-23,8.35,571.5,21.04,193.49,69.56,27.7,70.19,89.09
2012-11-26,8.31,589.53,21.06,192.88,69.09,27.39,70.0,88.62
2012-11-27,8.28,584.78,20.87,191.23,68.81,27.08,70.11,87.35
2012-11-28,8.4,582.94,21.14,191.98,69.29,27.36,70.35,88.1
2012-11-29,8.4,589.36,21.13,191.53,69.22,26.95,70.31,88.12
2012-11-30,8.41,585.28,21.13,190.07,69.73,26.62,70.21,88.14
2012-12-03,8.41,586.19,20.82,189.48,69.65,26.43,69.87,87.61
2012-12-04,8.42,575.85,20.86,189.36,69.86,26.37,69.86,87.19
2012-12-05,8.57,538.79,21.23,188.65,69.97,26.67,69.71,87.73
2012-12-06,8.57,547.24,21.37,189.7,70.05,26.73,70.02,88.0
2012-12-07,8.5,533.25,21.46,191.95,70.45,26.46,70.26,88.6
2012-12-10,8.57,529.82,21.39,192.62,70.6,26.94,70.21,88.41
2012-12-11,8.68,541.39,21.51,194.2,71.1,27.32,70.42,88.99
2012-12-12,8.65,539.0,21.78,192.95,70.96,27.24,70.24,89.45
2012-12-13,8.59,529.69,21.62,191.99,70.75,27.11,70.21,88.58
2012-12-14,8.74,509.79,21.62,191.76,70.69,26.81,70.16,88.08
2012-12-17,8.75,518.83,21.93,193.62,70.94,27.1,70.37,88.87
2012-12-18,8.91,533.9,21.69,195.69,70.95,27.56,70.53,89.56
2012-12-19,8.64,526.31,21.01,195.08,70.63,27.31,69.88,88.44
2012-12-20,8.7,521.73,21.05,194.77,70.75,27.68,70.11,88.89
2012-12-21,8.57,519.33,20.88,193.42,70.27,27.45,69.63,87.23
2012-12-24,8.62,520.17,20.82,192.4,70.02,27.06,69.43,86.92
2012-12-26,8.73,513.0,20.77,191.95,70.17,26.86,68.84,87.07
2012-12-27,8.62,515.06,20.69,192.71,70.09,26.96,68.67,86.86
2012-12-28,8.5,509.59,20.44,189.83,69.48,26.55,68.02,85.1
2012-12-31,8.68,532.17,20.99,191.55,70.1,26.71,68.43,86.55
2013-01-02,8.99,549.03,21.34,196.35,70.84,27.62,69.33,88.71
2013-01-03,9.07,542.1,21.1,195.27,70.74,27.25,69.36,88.55
2013-01-04,9.26,527.0,21.2,193.99,71.55,26.74,69.46,88.96
2013-01-07,9.1,523.9,21.13,193.14,71.4,26.69,69.45,87.93
2013-01-08,9.1,525.31,20.9,192.87,71.41,26.55,69.66,88.48
2013-01-09,9.08,517.1,20.95,192.32,71.73,26.7,70.01,88.14
2013-01-10,8.97,523.51,21.17,192.88,72.19,26.46,70.81,89.1
2013-01-11,8.94,520.3,21.13,194.45,72.35,26.83,70.88,89.61
2013-01-14,8.92,501.75,21.12,192.62,72.56,26.89,71.29,89.58
2013-01-15,8.92,485.92,21.2,192.5,72.37,27.21,71.6,89.53
2013-01-16,8.88,506.09,21.12,192.59,72.58,27.04,71.48,89.47
2013-01-17,8.94,502.68,21.3,193.65,72.9,27.25,72.43,90.2
2013-01-18,9.0,500.0,22.04,194.47,73.23,27.25,72.48,90.8
2013-01-22,9.2,504.77,22.01,196.08,72.69,27.15,72.2,90.92
2013-01-23,9.15,514.01,21.94,204.72,72.85,27.61,71.81,90.7
2013-01-24,9.04,450.5,22.05,204.42,73.1,27.63,72.23,91.35
2013-01-25,9.03,439.88,22.29,204.97,73.92,27.88,72.49,91.73
2013-01-28,8.9,449.83,22.5,204.93,73.62,27.91,72.61,91.11
2013-01-29,8.88,458.27,22.5,203.9,74.41,28.01,72.94,91.76
2013-01-30,8.8,456.83,22.23,203.52,74.09,27.85,73.21,90.67
2013-01-31,8.84,455.49,22.28,203.07,73.92,27.45,72.85,89.97
2013-02-01,9.0,453.62,22.62,205.18,74.18,27.93,72.67,90.04
2013-02-04,8.86,442.32,22.31,203.79,74.11,27.44,72.45,89.15
2013-02-05,8.94,457.84,22.54,202.79,74.66,27.5,73.15,89.74
2013-02-06,8.96,457.35,22.44,201.02,75.39,27.34,72.77,89.79
2013-02-07,8.9,468.22,22.48,199.74,75.06,27.28,72.81,88.25
2013-02-08,8.94,474.98,22.5,201.68,75.48,27.55,72.6,88.61
2013-02-11,8.87,479.93,22.45,200.16,75.41,27.86,72.36,88.28
2013-02-12,9.03,467.9,22.58,200.04,75.8,27.88,72.17,88.46
2013-02-13,9.1,467.01,23.39,200.09,75.66,28.03,71.5,88.67
2013-02-14,9.29,466.59,23.41,199.65,75.81,28.04,72.28,88.52
2013-02-15,9.32,460.16,23.29,200.98,76.16,28.01,73.68,88.36
2013-02-19,9.06,459.99,23.75,200.32,76.96,28.05,75.5,89.32
2013-02-20,8.76,448.85,23.41,199.31,76.65,27.87,75.42,88.97
2013-02-21,8.66,446.06,23.26,198.33,76.87,27.49,75.36,88.59
2013-02-22,8.64,450.81,23.39,201.09,76.25,27.76,75.57,89.2
2013-02-25,8.42,442.8,22.81,197.51,75.57,27.37,75.19,87.7
2013-02-26,8.41,448.97,23.05,199.14,75.75,27.37,75.62,88.51
2013-02-27,8.54,444.57,23.37,202.33,76.32,27.81,75.48,89.53
2013-02-28,8.52,441.4,23.22,200.83,76.11,27.8,75.77,89.55
2013-03-01,8.44,430.47,23.19,202.91,76.7,27.95,75.93,89.43
2013-03-04,8.35,420.05,23.27,205.19,77.2,28.15,76.6,88.95
2013-03-05,8.35,431.14,23.59,206.53,77.66,28.35,76.9,89.61
2013-03-06,8.57,425.66,23.67,208.38,77.39,28.09,76.8,89.56
2013-03-07,8.64,430.58,23.68,209.42,77.75,28.14,77.14,88.71
2013-03-08,8.61,431.72,23.77,210.38,78.19,28.0,77.2,88.97
2013-03-11,8.67,437.87,23.62,210.08,78.44,27.87,76.85,89.16
2013-03-12,8.62,428.43,23.41,210.55,78.56,27.91,76.89,89.16
2013-03-13,8.54,428.35,23.49,212.06,78.55,27.92,76.95,89.26
2013-03-14,8.55,432.5,23.69,215.8,79.1,28.14,77.19,89.83
2013-03-15,8.63,443.66,23.44,214.92,79.19,28.04,77.04,89.37
2013-03-18,8.56,455.72,23.25,213.21,78.81,28.1,76.68,88.77
2013-03-19,8.48,454.49,23.32,213.44,78.86,28.18,76.67,88.58
2013-03-20,8.54,452.08,23.46,215.06,79.45,28.32,76.32,88.63
2013-03-21,8.45,452.73,23.29,212.26,79.01,28.11,76.15,88.17
2013-03-22,8.45,461.91,23.37,212.08,79.74,28.25,78.64,89.29
2013-03-25,8.42,463.58,23.24,210.74,79.68,28.16,77.83,89.02
2013-03-26,8.42,461.14,23.12,212.36,80.85,28.16,78.92,90.13
2013-03-27,8.49,452.08,23.1,210.89,81.27,28.37,78.29,90.58
2013-03-28,8.52,442.66,23.12,213.3,81.53,28.61,79.11,90.11
2013-04-01,8.39,428.91,23.08,212.38,81.93,28.61,79.1,90.77
2013-04-02,8.3,429.79,23.34,214.36,82.69,28.8,79.74,90.58
2013-04-03,8.27,431.99,23.0,212.66,82.07,28.56,78.96,89.93
2013-04-04,8.22,427.72,23.08,211.31,82.41,28.6,79.53,89.77
2013-04-05,8.24,423.2,22.93,209.41,82.04,28.7,78.59,89.01
2013-04-08,8.39,426.21,23.12,209.32,81.11,28.59,79.5,88.6
2013-04-09,8.39,426.98,23.06,209.22,81.52,29.61,79.21,88.77
2013-04-10,8.31,435.69,23.58,212.0,82.02,30.28,80.06,88.68
2013-04-11,8.32,434.33,23.59,212.92,82.32,28.94,79.96,89.22
2013-04-12,8.22,429.8,23.46,211.38,82.74,28.79,79.99,88.99
2013-04-15,8.04,419.85,22.81,209.26,81.71,28.69,78.92,86.49
2013-04-16,8.1,426.24,23.1,212.0,83.44,28.97,80.0,86.61
2013-04-17,7.96,402.8,22.76,209.67,83.9,28.83,78.85,86.08
2013-04-18,8.03,392.05,22.67,207.15,83.18,28.79,81.25,86.62
2013-04-19,8.08,390.53,21.75,190.0,84.49,29.77,82.77,87.45
2013-04-22,8.11,398.67,21.35,187.83,84.83,30.83,83.38,88.09
2013-04-23,8.12,406.13,21.5,191.61,85.45,30.6,84.1,89.3
2013-04-24,8.41,405.46,21.96,191.71,84.39,31.76,82.34,89.43
2013-04-25,8.39,408.38,21.95,193.95,85.22,31.94,82.82,88.07
2013-04-26,8.27,417.2,22.21,194.31,85.12,31.79,82.51,88.0
2013-04-29,8.42,430.12,22.27,199.15,85.58,32.61,82.65,88.21
2013-04-30,8.5,442.78,22.29,202.54,85.23,33.1,82.47,88.99
2013-05-01,8.43,439.29,22.15,199.63,84.23,32.72,82.21,87.51
2013-05-02,8.46,445.52,22.32,202.39,85.16,33.16,82.56,88.63
2013-05-03,8.62,449.98,22.57,204.51,85.75,33.49,82.83,90.02
2013-05-06,8.69,460.71,22.58,202.78,84.68,33.75,82.5,90.58
2013-05-07,8.64,458.66,22.68,203.63,85.53,33.31,83.34,91.15
2013-05-08,8.87,463.84,23.01,204.82,85.46,32.99,83.25,91.7
2013-05-09,8.79,456.77,22.78,203.24,85.15,32.66,82.85,91.03
2013-05-10,8.7,452.97,22.9,204.47,85.76,32.69,83.0,90.14
2013-05-13,8.53,454.74,22.85,202.47,85.85,33.03,83.03,90.1
2013-05-14,8.56,443.86,23.01,203.21,86.97,33.53,83.5,91.11
2013-05-15,8.5,428.85,23.24,203.32,87.64,33.85,84.25,91.24
2013-05-16,8.5,434.58,23.27,204.69,87.45,34.08,83.74,90.7
2013-05-17,8.61,433.26,23.46,208.44,88.09,34.87,83.8,91.76
2013-05-20,8.76,442.93,23.57,207.6,88.01,35.08,82.59,92.52
2013-05-21,8.76,439.66,23.66,208.65,88.59,34.85,82.63,92.8
2013-05-22,8.69,441.35,23.86,206.99,88.46,34.61,82.97,92.19
2013-05-23,8.54,442.14,23.66,206.16,87.21,34.15,82.12,91.79
2013-05-24,8.48,445.15,23.53,205.72,86.82,34.27,82.58,91.53
2013-05-28,8.59,441.44,23.6,207.78,87.61,35.02,82.43,92.38
2013-05-29,8.58,444.95,23.64,207.92,85.65,34.88,81.12,92.08
2013-05-30,8.49,451.58,23.6,209.36,85.99,35.03,81.22,92.09
2013-05-31,8.5,449.73,23.32,208.02,84.18,34.9,80.77,90.47
2013-06-03,8.52,450.72,23.64,208.95,84.71,35.59,81.4,91.46
2013-06-04,8.38,449.31,23.66,206.19,84.1,34.99,81.63,90.79
2013-06-05,8.2,445.11,23.32,202.74,83.68,34.78,81.2,89.65
2013-06-06,8.26,438.46,23.38,203.8,84.46,34.96,81.66,90.23
2013-06-07,8.33,441.81,23.86,206.35,84.91,35.67,82.51,91.45
2013-06-10,8.36,438.89,23.78,205.02,85.14,35.47,82.85,91.12
2013-06-11,8.23,437.6,23.58,203.98,84.69,34.84,82.53,90.46
2013-06-12,8.18,432.19,23.5,201.2,83.74,35.0,82.11,89.74
2013-06-13,8.2,435.96,23.68,203.77,84.91,34.72,81.98,91.33
2013-06-14,8.12,430.05,23.52,202.2,84.91,34.4,82.13,90.58
2013-06-17,8.11,432.0,23.77,203.04,85.63,35.0,82.55,91.51
2013-06-18,8.21,431.77,24.33,204.87,86.36,34.98,82.57,91.93
2013-06-19,8.11,423.0,23.98,201.94,84.86,34.59,80.89,91.0
2013-06-20,8.02,416.84,23.25,197.35,82.62,33.49,78.91,89.05
2013-06-21,7.98,413.5,23.36,195.46,83.2,33.27,80.13,89.48
2013-06-24,7.79,402.54,22.93,193.54,84.61,33.72,80.13,88.48
2013-06-25,7.92,402.63,23.11,194.98,85.35,33.67,80.04,89.11
2013-06-26,7.75,398.07,23.25,194.86,86.99,34.35,81.3,89.8
2013-06-27,7.87,393.78,23.32,195.65,86.71,34.62,81.74,90.04
2013-06-28,7.82,396.53,23.19,191.11,85.86,34.54,81.79,90.35
2013-07-01,7.86,409.22,23.34,191.28,86.63,34.36,82.04,90.3
2013-07-02,7.8,418.49,22.9,191.5,86.57,33.94,81.68,90.64
2013-07-03,7.71,420.8,22.91,193.25,86.78,34.01,80.73,90.69
2013-07-05,7.81,417.42,23.24,194.93,87.87,34.21,80.8,91.57
2013-07-08,7.92,415.05,23.32,194.98,88.59,34.33,81.78,92.25
2013-07-09,7.91,422.35,23.62,191.3,88.88,34.35,82.77,93.34
2013-07-10,7.92,420.73,23.54,192.25,89.24,34.7,82.99,92.82
2013-07-11,8.1,427.29,23.94,192.8,89.67,35.69,84.55,93.27
2013-07-12,8.1,426.51,23.76,192.07,89.99,35.67,84.32,93.4
2013-07-15,8.17,427.44,23.63,194.0,90.4,36.17,84.72,93.25
2013-07-16,8.11,430.2,23.43,193.85,90.4,36.27,84.02,93.3
2013-07-17,8.19,430.31,23.54,194.55,90.13,35.74,85.24,93.46
2013-07-18,8.21,431.76,23.63,197.99,90.17,35.44,86.8,94.38
2013-07-19,8.07,424.95,24.72,193.54,92.23,31.4,86.41,95.17
2013-07-22,8.12,426.31,24.86,194.09,92.28,32.01,86.4,94.83
2013-07-23,8.14,418.99,24.71,194.98,92.42,31.82,86.2,95.2
2013-07-24,8.05,440.51,24.62,196.61,92.36,31.96,85.64,94.99
2013-07-25,8.03,438.5,24.69,197.22,92.57,31.39,85.55,94.97
2013-07-26,8.07,440.99,24.65,197.35,92.83,31.62,85.31,94.79
2013-07-29,8.04,447.79,24.49,196.21,93.21,31.54,85.25,94.03
2013-07-30,8.03,453.32,24.48,196.01,93.17,31.85,85.11,93.81
2013-07-31,7.95,452.53,24.37,195.04,93.5,31.84,83.54,93.75
2013-08-01,7.95,456.68,24.62,195.81,93.77,31.67,84.2,92.73
2013-08-02,7.97,462.54,24.7,195.16,94.39,31.89,84.29,91.95
2013-08-05,8.0,469.45,24.52,195.5,93.8,31.7,84.48,91.59
2013-08-06,7.91,465.25,24.31,190.99,93.81,31.58,85.05,91.47
2013-08-07,7.79,464.98,24.34,188.56,93.66,32.06,84.76,91.34
2013-08-08,7.91,461.01,24.33,187.93,93.34,32.89,84.68,91.78
2013-08-09,8.22,454.45,24.25,187.82,92.36,32.7,84.34,90.72
2013-08-12,8.26,467.36,24.27,189.09,92.0,32.87,83.81,89.89
2013-08-13,8.15,489.57,24.2,188.42,93.01,32.23,83.39,89.4
2013-08-14,8.16,498.5,24.07,187.53,90.7,32.35,82.75,88.95
2013-08-15,8.16,497.91,24.0,185.79,89.55,31.79,80.91,88.16
2013-08-16,8.12,502.33,23.95,185.34,89.37,31.8,80.18,87.91
2013-08-19,7.94,507.74,23.85,184.23,90.45,31.39,80.88,86.92
2013-08-20,8.0,501.07,23.72,184.56,89.73,31.62,80.29,86.83
2013-08-21,7.84,502.36,23.61,184.86,88.8,31.61,79.08,86.42
2013-08-22,8.03,502.96,23.78,185.19,88.26,32.39,79.25,86.98
2013-08-23,8.05,501.02,23.78,185.42,88.41,34.75,79.85,87.52
2013-08-26,8.06,502.97,23.61,184.74,87.53,34.15,79.69,87.09
2013-08-27,7.92,488.59,23.18,182.74,86.17,33.26,79.06,86.82
2013-08-28,7.93,490.9,23.2,182.16,86.53,33.02,79.37,88.84
2013-08-29,7.81,491.7,23.11,182.64,86.57,33.55,79.33,87.27
2013-08-30,7.7,487.22,23.14,182.27,86.41,33.4,79.73,87.16
2013-09-03,7.72,488.58,23.06,183.96,86.42,31.88,80.2,87.15
2013-09-04,7.84,498.69,23.17,183.13,86.9,31.2,79.53,87.76
2013-09-05,7.87,495.27,23.16,184.15,87.04,31.23,79.07,87.35
2013-09-06,7.92,498.22,23.16,183.03,87.16,31.15,79.26,87.25
2013-09-09,8.08,506.17,23.39,184.98,87.56,31.66,79.38,88.04
2013-09-10,8.05,494.64,23.87,186.6,88.53,32.39,79.43,87.82
2013-09-11,8.19,467.71,24.09,190.7,89.23,32.74,79.85,88.84
2013-09-12,8.16,472.69,23.85,190.73,89.01,32.69,79.87,87.98
2013-09-13,8.08,464.9,23.78,192.17,88.57,33.03,80.32,88.4
2013-09-16,8.1,450.12,24.14,193.15,89.03,32.8,81.02,88.67
2013-09-17,8.26,455.32,24.45,192.16,89.06,32.93,81.66,88.94
2013-09-18,8.55,464.68,24.86,194.42,89.91,33.32,82.88,89.58
2013-09-19,8.44,472.3,24.46,193.39,90.07,33.64,81.82,89.28
2013-09-20,8.29,467.41,24.01,190.02,89.68,32.79,81.74,88.66
2013-09-23,8.28,490.64,24.28,190.99,89.09,32.74,81.02,87.75
2013-09-24,8.3,489.1,24.32,189.97,88.22,32.45,80.54,87.36
2013-09-25,8.33,481.53,24.23,189.47,87.08,32.51,80.21,87.14
2013-09-26,8.27,486.22,24.25,190.22,87.07,32.77,80.54,87.07
2013-09-27,8.2,482.75,24.05,186.92,86.73,33.27,80.2,86.9
2013-09-30,8.12,476.75,23.89,185.18,86.69,33.28,79.5,86.04
2013-10-01,8.17,487.96,24.17,186.38,87.47,33.58,79.82,86.0
2013-10-02,8.02,489.56,24.33,184.96,87.29,33.92,79.56,86.08
2013-10-03,7.86,483.41,24.1,183.86,86.58,33.86,79.44,85.5
2013-10-04,7.96,483.03,24.05,184.1,87.31,33.88,79.62,86.32
2013-10-07,7.97,487.75,23.94,182.01,86.59,33.3,79.06,85.9
2013-10-08,7.94,480.94,23.67,178.72,85.61,33.01,78.93,85.51
